SPASE_ResourceID,HelioData_short_name,SPASE_ResourceName,HelioData_long_name,SPASE_AlternateName
spase://SMWG/Observatory/WDC/Boulder,Boulder Ground Observatory,Boulder Ground Observatory,Boulder Ground Observatory,['']
spase://SMWG/Observatory/WDC/Brorfelde,Brorfelde Ground Observatory,Brorfelde Ground Observatory,Brorfelde Ground Observatory,['']
spase://SMWG/Observatory/WDC/Budkov,Budkov Ground Observatory,Budkov Ground Observatory,Budkov Ground Observatory,['']
spase://SMWG/Observatory/WDC/Burlington,Burlington Ground Observatory,Burlington Ground Observatory,Burlington Ground Observatory,['']
spase://SMWG/Observatory/WDC/Byrd.Station,Byrd Station Ground Observatory,Byrd Station Ground Observatory,Byrd Station Ground Observatory,['']
spase://SMWG/Observatory/WDC/Cambridge.Bay,Cambridge Bay Ground Observatory,Cambridge Bay Ground Observatory,Cambridge Bay Ground Observatory,['']
spase://SMWG/Observatory/WDC/Canberra,Canberra Ground Observatory,Canberra Ground Observatory,Canberra Ground Observatory,['']
spase://SMWG/Observatory/WDC/Cape.Chelyuskin,Cape Chelyuskin Ground Observatory,Cape Chelyuskin Ground Observatory,Cape Chelyuskin Ground Observatory,['']
spase://SMWG/Observatory/WDC/Cape.Town,Cape Town Ground Observatory,Cape Town Ground Observatory,Cape Town Ground Observatory,['']
spase://SMWG/Observatory/WDC/Cape.Wellen,Cape Wellen Ground Observatory,Cape Wellen Ground Observatory,Cape Wellen Ground Observatory,['']
spase://SMWG/Observatory/WDC/Carrollton,Carrollton Ground Observatory,Carrollton Ground Observatory,Carrollton Ground Observatory,['']
spase://SMWG/Observatory/WDC/Casey,Casey Ground Observatory,Casey Ground Observatory,Casey Ground Observatory,['']
spase://SMWG/Observatory/WDC/Castellaccio,Castellaccio Ground Observatory,Castellaccio Ground Observatory,Castellaccio Ground Observatory,['']
spase://SMWG/Observatory/WDC/Chambon.la.Foret,Chambon la Foret Ground Observatory,Chambon-la-Foret Ground Observatory,Chambon-la-Foret Ground Observatory,['']
spase://SMWG/Observatory/WDC/Changchun,Changchun Ground Observatory,Changchun Ground Observatory,Changchun Ground Observatory,['']
spase://SMWG/Observatory/WDC/Characato,Characato Ground Observatory,Characato Ground Observatory,Characato Ground Observatory,['']
spase://SMWG/Observatory/WDC/Charcot,Charcot Ground Observatory,Charcot Ground Observatory,Charcot Ground Observatory,['']
spase://SMWG/Observatory/WDC/Charters.Towers,Charters Towers Ground Observatory,Charters Towers Ground Observatory,Charters Towers Ground Observatory,['']
spase://SMWG/Observatory/WDC/Cheltenham,Cheltenham Ground Observatory,Cheltenham Ground Observatory,Cheltenham Ground Observatory,['']
spase://SMWG/Observatory/WDC/Chengdu,Chengdu Ground Observatory,Chengdu Ground Observatory,Chengdu Ground Observatory,['']
spase://SMWG/Observatory/WDC/Chichijima,Chichijima Ground Observatory,Chichijima Ground Observatory,Chichijima Ground Observatory,['']
spase://SMWG/Observatory/WDC/Coimbra,Coimbra Ground Observatory,Coimbra Ground Observatory,Coimbra Ground Observatory,['']
spase://SMWG/Observatory/WDC/College,College Ground Observatory,College Ground Observatory,College Ground Observatory,['']
spase://SMWG/Observatory/WDC/Dallas,Dallas Ground Observatory,Dallas Ground Observatory,Dallas Ground Observatory,['']
spase://SMWG/Observatory/WDC/Davao,Davao Ground Observatory,Davao Ground Observatory,Davao Ground Observatory,['']
spase://SMWG/Observatory/WDC/Davis,Davis Ground Observatory,Davis Ground Observatory,Davis Ground Observatory,['']
spase://SMWG/Observatory/WDC/De.Bilt,De Bilt Ground Observatory,De Bilt Ground Observatory,De Bilt Ground Observatory,['']
spase://SMWG/Observatory/WDC/Del.Rio,Del Rio Ground Observatory,Del Rio Ground Observatory,Del Rio Ground Observatory,['']
spase://SMWG/Observatory/WDC/Dixon,Dixon Ground Observatory,Dixon Ground Observatory,Dixon Ground Observatory,['']
spase://SMWG/Observatory/WDC/Dombas,Dombas Ground Observatory,Dombas Ground Observatory,Dombas Ground Observatory,['']
spase://SMWG/Observatory/WDC/Dourbes,Dourbes Ground Observatory,Dourbes Ground Observatory,Dourbes Ground Observatory,['']
spase://SMWG/Observatory/WDC/Dumont.dUrville,Dumont d'Urville Ground Observatory,Dumont d'Urville Ground Observatory,Dumont d'Urville Ground Observatory,['']
spase://SMWG/Observatory/WDC/Dusheti,Dusheti Ground Observatory,Dusheti Ground Observatory,Dusheti Ground Observatory,['']
spase://SMWG/Observatory/WDC/Easter.Island,Easter Island Ground Observatory,Easter Island Ground Observatory,Easter Island Ground Observatory,['']
spase://SMWG/Observatory/WDC/Ebro,Ebro Ground Observatory,Ebro Ground Observatory,Ebro Ground Observatory,['']
spase://SMWG/Observatory/WDC/Eights,Eights Ground Observatory,Eights Ground Observatory,Eights Ground Observatory,['']
spase://SMWG/Observatory/WDC/Eilat,Eilat Ground Observatory,Eilat Ground Observatory,Eilat Ground Observatory,['']
spase://SMWG/Observatory/WDC/Esashi,Esashi Ground Observatory,Esashi Ground Observatory,Esashi Ground Observatory,['']
spase://SMWG/Observatory/WDC/Eskdalemuir,Eskdalemuir Ground Observatory,Eskdalemuir Ground Observatory,Eskdalemuir Ground Observatory,['']
spase://SMWG/Observatory/WDC/Etaiyapuram,Etaiyapuram Ground Observatory,Etaiyapuram Ground Observatory,Etaiyapuram Ground Observatory,['']
spase://SMWG/Observatory/WDC/Eyrewell,Eyrewell Ground Observatory,Eyrewell Ground Observatory,Eyrewell Ground Observatory,['']
spase://SMWG/Observatory/WDC/Fanning,Fanning Ground Observatory,Fanning Ground Observatory,Fanning Ground Observatory,['']
spase://SMWG/Observatory/WDC/Faraday.Islands,Faraday Islands Ground Observatory,Faraday Islands Ground Observatory,Faraday Islands Ground Observatory,['']
spase://SMWG/Observatory/WDC/Fort.Churchill,Fort Churchill Ground Observatory,Fort Churchill Ground Observatory,Fort Churchill Ground Observatory,['']
spase://SMWG/Observatory/WDC/Fredericksburg,Fredericksburg Ground Observatory,Fredericksburg Ground Observatory,Fredericksburg Ground Observatory,['']
spase://SMWG/Observatory/WDC/Freetown,Freetown Ground Observatory,Freetown Ground Observatory,Freetown Ground Observatory,['']
spase://SMWG/Observatory/WDC/Fresno,Fresno Ground Observatory,Fresno Ground Observatory,Fresno Ground Observatory,['']
spase://SMWG/Observatory/WDC/Fuquene,Fuquene Ground Observatory,Fuquene Ground Observatory,Fuquene Ground Observatory,['']
spase://SMWG/Observatory/WDC/Furstenfeldbruck,Furstenfeldbruck Ground Observatory,Furstenfeldbruck Ground Observatory,Furstenfeldbruck Ground Observatory,['']
spase://SMWG/Observatory/WDC/Glenlea,Glenlea Ground Observatory,Glenlea Ground Observatory,Glenlea Ground Observatory,['']
spase://SMWG/Observatory/WDC/Gnangara,Gnangara Ground Observatory,Gnangara Ground Observatory,Gnangara Ground Observatory,['']
spase://SMWG/Observatory/WDC/Godhavn,Godhavn Ground Observatory,Godhavn Ground Observatory,Godhavn Ground Observatory,['']
spase://SMWG/Observatory/WDC/Golmud,Golmud Ground Observatory,Golmud Ground Observatory,Golmud Ground Observatory,['']
spase://SMWG/Observatory/WDC/Gornotayezhnaya,Gornotayezhnaya Ground Observatory,Gornotayezhnaya Ground Observatory,Gornotayezhnaya Ground Observatory,['']
spase://SMWG/Observatory/WDC/Grahamstown,Grahamstown Ground Observatory,Grahamstown Ground Observatory,Grahamstown Ground Observatory,['']
spase://SMWG/Observatory/WDC/Great.Whale.River,Great Whale River Ground Observatory,Great Whale River Ground Observatory,Great Whale River Ground Observatory,['']
spase://SMWG/Observatory/WDC/Grocka,Grocka Ground Observatory,Grocka Ground Observatory,Grocka Ground Observatory,['']
spase://SMWG/Observatory/WDC/Guam,Guam Ground Observatory,Guam Ground Observatory,Guam Ground Observatory,['']
spase://SMWG/Observatory/WDC/Guangzhou,Guangzhou Ground Observatory,Guangzhou Ground Observatory,Guangzhou Ground Observatory,['']
spase://SMWG/Observatory/WDC/Guimar,Guimar Ground Observatory,Guimar Ground Observatory,Guimar Ground Observatory,['']
spase://SMWG/Observatory/WDC/Halley.Bay,Halley Bay Ground Observatory,Halley Bay Ground Observatory,Halley Bay Ground Observatory,['']
spase://SMWG/Observatory/WDC/Hartebeesthoek,Hartebeesthoek Ground Observatory,Hartebeesthoek Ground Observatory,Hartebeesthoek Ground Observatory,['']
spase://SMWG/Observatory/WDC/Hartland,Hartland Ground Observatory,Hartland Ground Observatory,Hartland Ground Observatory,['']
spase://SMWG/Observatory/WDC/Hatizyo,Hatizyo Ground Observatory,Hatizyo Ground Observatory,Hatizyo Ground Observatory,['']
spase://SMWG/Observatory/WDC/Havana,Havana Ground Observatory,Havana Ground Observatory,Havana Ground Observatory,['']
spase://SMWG/Observatory/WDC/Heiss.Island,Heiss Island Ground Observatory,Heiss Island Ground Observatory,Heiss Island Ground Observatory,['']
spase://SMWG/Observatory/WDC/Hel,Hel Ground Observatory,Hel Ground Observatory,Hel Ground Observatory,['']
spase://SMWG/Observatory/WDC/Helwan,Helwan Ground Observatory,Helwan Ground Observatory,Helwan Ground Observatory,['']
spase://SMWG/Observatory/WDC/Hermanus,Hermanus,Hermanus,Hermanus,['']
spase://SMWG/Observatory/WDC/Hollandia,Hollandia Ground Observatory,Hollandia Ground Observatory,Hollandia Ground Observatory,['']
spase://SMWG/Observatory/WDC/Honolulu,Honolulu,Honolulu,Honolulu,['']
spase://SMWG/Observatory/WDC/Hornsund,Hornsund Ground Observatory,Hornsund Ground Observatory,Hornsund Ground Observatory,['']
spase://SMWG/Observatory/WDC/Huancayo,Huancayo Ground Observatory,Huancayo Ground Observatory,Huancayo Ground Observatory,['']
spase://SMWG/Observatory/WDC/Hurbanovo,Hurbanovo Ground Observatory,Hurbanovo Ground Observatory,Hurbanovo Ground Observatory,['']
spase://SMWG/Observatory/WDC/Hyderabad,Hyderabad Ground Observatory,Hyderabad Ground Observatory,Hyderabad Ground Observatory,['']
spase://SMWG/Observatory/WDC/Ibadan,Ibadan Ground Observatory,Ibadan Ground Observatory,Ibadan Ground Observatory,['']
spase://SMWG/Observatory/WDC/Iqaluit,Iqaluit Ground Observatory,Iqaluit Ground Observatory,Iqaluit Ground Observatory,['']
spase://SMWG/Observatory/WDC/Istanbul.Kandilli,Istanbul Kandilli Ground Observatory,Istanbul Kandilli Ground Observatory,Istanbul Kandilli Ground Observatory,['']
spase://SMWG/Observatory/WDC/Jaipur,Jaipur Ground Observatory,Jaipur Ground Observatory,Jaipur Ground Observatory,['']
spase://SMWG/Observatory/WDC/Jarvis.Island,Jarvis Island Ground Observatory,Jarvis Island Ground Observatory,Jarvis Island Ground Observatory,['']
spase://SMWG/Observatory/WDC/Kakadu,Kakadu Ground Observatory,Kakadu Ground Observatory,Kakadu Ground Observatory,['']
spase://SMWG/Observatory/WDC/Kakioka,Kakioka,Kakioka,Kakioka,['']
spase://SMWG/Observatory/WDC/Kanoya,Kanoya Ground Observatory,Kanoya Ground Observatory,Kanoya Ground Observatory,['']
spase://SMWG/Observatory/WDC/Kanozan,Kanozan Ground Observatory,Kanozan Ground Observatory,Kanozan Ground Observatory,['']
spase://SMWG/Observatory/WDC/Karachi,Karachi Ground Observatory,Karachi Ground Observatory,Karachi Ground Observatory,['']
spase://SMWG/Observatory/WDC/Kashi,Kashi Ground Observatory,Kashi Ground Observatory,Kashi Ground Observatory,['']
spase://SMWG/Observatory/WDC/Kiev,Kiev Ground Observatory,Kiev Ground Observatory,Kiev Ground Observatory,['']
spase://SMWG/Observatory/WDC/Kiruna,Kiruna Ground Observatory,Kiruna Ground Observatory,Kiruna Ground Observatory,['']
spase://SMWG/Observatory/WDC/Kodaikanal,Kodaikanal Ground Observatory,Kodaikanal Ground Observatory,Kodaikanal Ground Observatory,['']
spase://SMWG/Observatory/WDC/Koror,Koror Ground Observatory,Koror Ground Observatory,Koror Ground Observatory,['']
spase://SMWG/Observatory/WDC/Kourou,Kourou Ground Observatory,Kourou Ground Observatory,Kourou Ground Observatory,['']
spase://SMWG/Observatory/WDC/Kr.Pakhra,Kr. Pakhra Ground Observatory,Kr. Pakhra Ground Observatory,Kr. Pakhra Ground Observatory,['']
spase://SMWG/Observatory/WDC/La.Quiaca,La Quiaca Ground Observatory,La Quiaca Ground Observatory,La Quiaca Ground Observatory,['']
spase://SMWG/Observatory/WDC/Lanzhou,Lanzhou Ground Observatory,Lanzhou Ground Observatory,Lanzhou Ground Observatory,['']
spase://SMWG/Observatory/WDC/LAquila,L'Aquila Ground Observatory,L'Aquila Ground Observatory,L'Aquila Ground Observatory,['']
spase://SMWG/Observatory/WDC/Las.Mesas,Las Mesas Ground Observatory,Las Mesas Ground Observatory,Las Mesas Ground Observatory,['']
spase://SMWG/Observatory/WDC/Leadville,Leadville Ground Observatory,Leadville Ground Observatory,Leadville Ground Observatory,['']
spase://SMWG/Observatory/WDC/Learmonth,Learmonth Ground Observatory,Learmonth Ground Observatory,Learmonth Ground Observatory,['']
spase://SMWG/Observatory/WDC/Leirvogur,Leirvogur Ground Observatory,Leirvogur Ground Observatory,Leirvogur Ground Observatory,['']
spase://SMWG/Observatory/WDC/Leningradskaya,Leningradskaya Ground Observatory,Leningradskaya Ground Observatory,Leningradskaya Ground Observatory,['']
spase://SMWG/Observatory/WDC/Lerwick,Lerwick Ground Observatory,Lerwick Ground Observatory,Lerwick Ground Observatory,['']
spase://SMWG/Observatory/WDC/Little.America,Little America Ground Observatory,Little America Ground Observatory,Little America Ground Observatory,['']
spase://SMWG/Observatory/WDC/Livingston.Island,Livingston Island Ground Observatory,Livingston Island Ground Observatory,Livingston Island Ground Observatory,['']
spase://SMWG/Observatory/WDC/Logrono,Logrono Ground Observatory,Logrono Ground Observatory,Logrono Ground Observatory,['']
spase://SMWG/Observatory/WDC/Loparskoe,Loparskoe Ground Observatory,Loparskoe Ground Observatory,Loparskoe Ground Observatory,['']
spase://SMWG/Observatory/WDC/Lovo,Lovo Ground Observatory,Lovo Ground Observatory,Lovo Ground Observatory,['']
spase://SMWG/Observatory/WDC/Luanda.Capelo,Luanda Capelo Ground Observatory,Luanda Capelo Ground Observatory,Luanda Capelo Ground Observatory,['']
spase://SMWG/Observatory/WDC/Lunping,Lunping Ground Observatory,Lunping Ground Observatory,Lunping Ground Observatory,['']
spase://SMWG/Observatory/WDC/Lviv,Lviv Ground Observatory,Lviv Ground Observatory,Lviv Ground Observatory,['']
spase://SMWG/Observatory/WDC/Lwiro,Lwiro Ground Observatory,Lwiro Ground Observatory,Lwiro Ground Observatory,['']
spase://SMWG/Observatory/WDC/Macquarie.Island,Macquarie Island Ground Observatory,Macquarie Island Ground Observatory,Macquarie Island Ground Observatory,['']
spase://SMWG/Observatory/WDC/Magadan,Magadan Ground Observatory,Magadan Ground Observatory,Magadan Ground Observatory,['']
spase://SMWG/Observatory/WDC/Manhay,Manhay Ground Observatory,Manhay Ground Observatory,Manhay Ground Observatory,['']
spase://SMWG/Observatory/WDC/Manzhouli,Manzhouli Ground Observatory,Manzhouli Ground Observatory,Manzhouli Ground Observatory,['']
spase://SMWG/Observatory/WDC/Maputo,Maputo Ground Observatory,Maputo Ground Observatory,Maputo Ground Observatory,['']
spase://SMWG/Observatory/WDC/Martin.de.Vivies,Martin de Vivies Ground Observatory,Martin de Vivies Ground Observatory,Martin de Vivies Ground Observatory,['']
spase://SMWG/Observatory/WDC/Mawson,Mawson Ground Observatory,Mawson Ground Observatory,Mawson Ground Observatory,['']
spase://SMWG/Observatory/WDC/MBour,MBour Ground Observatory,MBour Ground Observatory,MBour Ground Observatory,['']
spase://SMWG/Observatory/WDC/Meanook,Meanook Ground Observatory,Meanook Ground Observatory,Meanook Ground Observatory,['']
spase://SMWG/Observatory/WDC/Memambetsu,Memambetsu Ground Observatory,Memambetsu Ground Observatory,Memambetsu Ground Observatory,['']
spase://SMWG/Observatory/WDC/Midway,Midway Ground Observatory,Midway Ground Observatory,Midway Ground Observatory,['']
spase://SMWG/Observatory/WDC/Minck,Minck Ground Observatory,Minck Ground Observatory,Minck Ground Observatory,['']
spase://SMWG/Observatory/WDC/Mirny,Mirny Ground Observatory,Mirny Ground Observatory,Mirny Ground Observatory,['']
spase://SMWG/Observatory/WDC/Misallat,Misallat Ground Observatory,Misallat Ground Observatory,Misallat Ground Observatory,['']
spase://SMWG/Observatory/WDC/Mizusawa,Mizusawa Ground Observatory,Mizusawa Ground Observatory,Mizusawa Ground Observatory,['']
spase://SMWG/Observatory/WDC/Moca,Moca Ground Observatory,Moca Ground Observatory,Moca Ground Observatory,['']
spase://SMWG/Observatory/WDC/Molodezhnaya,Molodezhnaya Ground Observatory,Molodezhnaya Ground Observatory,Molodezhnaya Ground Observatory,['']
spase://SMWG/Observatory/WDC/Monte.Capellino,Monte Capellino Ground Observatory,Monte Capellino Ground Observatory,Monte Capellino Ground Observatory,['']
spase://SMWG/Observatory/WDC/Mould.Bay,Mould Bay Ground Observatory,Mould Bay Ground Observatory,Mould Bay Ground Observatory,['']
spase://SMWG/Observatory/WDC/Muntinlupa,Muntinlupa Ground Observatory,Muntinlupa Ground Observatory,Muntinlupa Ground Observatory,['']
spase://SMWG/Observatory/WDC/Murchison.Bay,Murchison Bay Ground Observatory,Murchison Bay Ground Observatory,Murchison Bay Ground Observatory,['']
spase://SMWG/Observatory/WDC/Nagpur,Nagpur Ground Observatory,Nagpur Ground Observatory,Nagpur Ground Observatory,['']
spase://SMWG/Observatory/WDC/Nagycenk,Nagycenk Ground Observatory,Nagycenk Ground Observatory,Nagycenk Ground Observatory,['']
spase://SMWG/Observatory/WDC/Nairobi,Nairobi Ground Observatory,Nairobi Ground Observatory,Nairobi Ground Observatory,['']
spase://SMWG/Observatory/WDC/Nampula,Nampula Ground Observatory,Nampula Ground Observatory,Nampula Ground Observatory,['']
spase://SMWG/Observatory/WDC/Narsarsuaq,Narsarsuaq Ground Observatory,Narsarsuaq Ground Observatory,Narsarsuaq Ground Observatory,['']
spase://SMWG/Observatory/WDC/Neumayer.Station,Neumayer Station Ground Observatory,Neumayer Station Ground Observatory,Neumayer Station Ground Observatory,['']
spase://SMWG/Observatory/WDC/Newport,Newport Ground Observatory,Newport Ground Observatory,Newport Ground Observatory,['']
spase://SMWG/Observatory/WDC/Niemegk,Niemegk Ground Observatory,Niemegk Ground Observatory,Niemegk Ground Observatory,['']
spase://SMWG/Observatory/WDC/Norway.Station,Norway Station Ground Observatory,Norway Station Ground Observatory,Norway Station Ground Observatory,['']
spase://SMWG/Observatory/WDC/Novokazalinsk,Novokazalinsk Ground Observatory,Novokazalinsk Ground Observatory,Novokazalinsk Ground Observatory,['']
spase://SMWG/Observatory/WDC/Novolazarevskaya,Novolazarevskaya Ground Observatory,Novolazarevskaya Ground Observatory,Novolazarevskaya Ground Observatory,['']
spase://SMWG/Observatory/WDC/Novosibirsk.Klyuch,"Novosibirsk, Klyuch Ground Observatory","Novosibirsk, Klyuch Ground Observatory","Novosibirsk, Klyuch Ground Observatory",['']
spase://SMWG/Observatory/WDC/Nurmijarvi,Nurmijarvi Ground Observatory,Nurmijarvi Ground Observatory,Nurmijarvi Ground Observatory,['']
spase://SMWG/Observatory/WDC/Oasis,Oasis Ground Observatory,Oasis Ground Observatory,Oasis Ground Observatory,['']
spase://SMWG/Observatory/WDC/Ottawa,Ottawa Ground Observatory,Ottawa Ground Observatory,Ottawa Ground Observatory,['']
spase://SMWG/Observatory/WDC/Pamatai,Pamatai Ground Observatory,Pamatai Ground Observatory,Pamatai Ground Observatory,['']
spase://SMWG/Observatory/WDC/Panagyurishte,Panagyurishte Ground Observatory,Panagyurishte Ground Observatory,Panagyurishte Ground Observatory,['']
spase://SMWG/Observatory/WDC/Paramaribo,Paramaribo Ground Observatory,Paramaribo Ground Observatory,Paramaribo Ground Observatory,['']
spase://SMWG/Observatory/WDC/Paratunka,Paratunka Ground Observatory,Paratunka Ground Observatory,Paratunka Ground Observatory,['']
spase://SMWG/Observatory/WDC/Patrony,Patrony Ground Observatory,Patrony Ground Observatory,Patrony Ground Observatory,['']
spase://SMWG/Observatory/WDC/Penteli,Penteli Ground Observatory,Penteli Ground Observatory,Penteli Ground Observatory,['']
spase://SMWG/Observatory/WDC/Phuthuy,Phuthuy Ground Observatory,Phuthuy Ground Observatory,Phuthuy Ground Observatory,['']
spase://SMWG/Observatory/WDC/Pilar,Pilar Ground Observatory,Pilar Ground Observatory,Pilar Ground Observatory,['']
spase://SMWG/Observatory/WDC/Pionerskaya,Pionerskaya Ground Observatory,Pionerskaya Ground Observatory,Pionerskaya Ground Observatory,['']
spase://SMWG/Observatory/WDC/Plateau,Plateau Ground Observatory,Plateau Ground Observatory,Plateau Ground Observatory,['']
spase://SMWG/Observatory/WDC/Podkamennaya,Podkamennaya Ground Observatory,Podkamennaya Ground Observatory,Podkamennaya Ground Observatory,['']
spase://SMWG/Observatory/WDC/Pondicherry,Pondicherry Ground Observatory,Pondicherry Ground Observatory,Pondicherry Ground Observatory,['']
spase://SMWG/Observatory/WDC/Port.Alfred,Port Alfred Ground Observatory,Port Alfred Ground Observatory,Port Alfred Ground Observatory,['']
spase://SMWG/Observatory/WDC/Port.aux.Francais,Port aux Francais Ground Observatory,Port aux Francais Ground Observatory,Port aux Francais Ground Observatory,['']
spase://SMWG/Observatory/WDC/Port.Moresby,Port Moresby Ground Observatory,Port Moresby Ground Observatory,Port Moresby Ground Observatory,['']
spase://SMWG/Observatory/WDC/Port.Stanley,Port Stanley Ground Observatory,Port Stanley Ground Observatory,Port Stanley Ground Observatory,['']
spase://SMWG/Observatory/WDC/Poste.de.la.Baleine,Poste de la Baleine Ground Observatory,Poste de la Baleine Ground Observatory,Poste de la Baleine Ground Observatory,['']
